date,arrive,sh_order,sh_PV,sh_UV,sh_single_avg_px,sh_round_avg_px,sh_single_px_mid,sh_round_px_mid,bj_order,bj_PV,bj_UV,bj_single_avg_px,bj_round_avg_px,bj_single_px_mid,bj_round_px_mid
2016/5/2,Î÷ÑÅÍ¼,121,1830,698,5172 ,16605 ,5676 ,10083 ,123,1903,771,2317 ,11289 ,2022 ,10083 
2016/5/3,Î÷ÑÅÍ¼,127,2646,913,6212 ,12452 ,3231 ,11985 ,137,2472,983,13489 ,7477 ,10541 ,11985 
2016/5/4,Î÷ÑÅÍ¼,123,2545,883,5246 ,14810 ,5435 ,13246 ,129,2548,1009,3790 ,9366 ,2757 ,13246 
2016/5/5,Î÷ÑÅÍ¼,132,2332,894,7098 ,10234 ,6265 ,7775 ,125,2397,1040,2544 ,10654 ,2327 ,7775 
2016/5/6,Î÷ÑÅÍ¼,117,2176,773,2858 ,7858 ,2814 ,5883 ,131,2441,935,4210 ,12134 ,2906 ,5883 
2016/5/7,Î÷ÑÅÍ¼,132,1839,739,19632 ,13510 ,11501 ,10520 ,125,1860,785,7181 ,8772 ,6371 ,10520 
2016/5/8,Î÷ÑÅÍ¼,118,1872,733,11065 ,5991 ,5361 ,5726 ,131,1825,796,3245 ,13319 ,2393 ,5726 
2016/5/9,Î÷ÑÅÍ¼,117,2406,910,7381 ,11405 ,5733 ,8599 ,129,2443,1003,12697 ,10225 ,4715 ,8599 
2016/5/10,Î÷ÑÅÍ¼,131,2080,816,5081 ,7385 ,3202 ,6729 ,120,2483,996,4316 ,8687 ,3673 ,6729 
2016/5/11,Î÷ÑÅÍ¼,136,2079,816,4581 ,13382 ,3407 ,10289 ,128,2207,909,3898 ,18348 ,2903 ,10289 
2016/5/12,Î÷ÑÅÍ¼,123,2135,816,12174 ,9558 ,11091 ,7345 ,119,2299,986,4416 ,12229 ,3539 ,7345 
2016/5/13,Î÷ÑÅÍ¼,122,1864,793,2530 ,11970 ,2164 ,7684 ,123,2047,869,4984 ,9101 ,3217 ,7684 
2016/5/14,Î÷ÑÅÍ¼,111,1783,693,5737 ,10827 ,5509 ,5100 ,121,1943,879,4962 ,9035 ,5055 ,5100 
